host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_verifications_email,host_verifications_phone,host_verifications_work_email,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,property_type_Entire_rental_unit,property_type_Private_room_in_rental_unit,property_type_Private_room_in_home,property_type_Entire_condo,property_type_Entire_home,bathrooms_shared,bathrooms_private,bathrooms_num,amenities_Air_conditioning,amenities_Bed_linens,amenities_Carbon_monoxide_alarm,amenities_Cooking_basics,amenities_Dedicated_workspace,amenities_Dishes_and_silverware,amenities_Essentials,amenities_Fire_extinguisher,amenities_First_aid_kit,amenities_Free_street_parking,amenities_Hair_dryer,amenities_Hangers,amenities_Heating,amenities_Hot_water,amenities_Iron,amenities_Kitchen,amenities_Long_term_stays_allowed,amenities_Microwave,amenities_Oven,amenities_Refrigerator,amenities_Self_check-in,amenities_Shampoo,amenities_Smoke_alarm,amenities_TV,amenities_Wifi,log_price
971,1,100.0,100.0,0,3,4,1,1,40.7485,-73.98732,6,1.0,3.0,1,1125,1,1,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.5,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,5.645446897643238
2708,12,100.0,89.0,1,1,1,1,1,40.65697,-73.83344,4,2.0,3.0,1,1125,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5.0106352940962555
2422,1,100.0,91.0,1,1,1,1,1,40.69146,-73.91714,5,2.0,2.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,4.90527477843843
3273,12,100.0,95.0,1,1,1,1,0,40.67867,-73.84136,2,1.0,2.0,4,28,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.48863636973214
3423,1,100.0,50.0,0,1,2,1,1,40.71138,-73.9556,3,1.0,1.0,14,90,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,5.857933154483459
4006,1,100.0,50.0,0,2,3,0,1,40.78981,-73.9529,3,2.0,2.0,30,30,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,5.41610040220442
2543,1,100.0,88.0,1,5,12,1,1,40.69014,-73.92943,6,2.0,4.0,1,28,1,0,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.713732805509369
943,1,90.0,96.0,0,1,1,1,1,40.62015,-73.93912,8,2.0,3.0,3,32,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.634728988229636
2932,1,90.0,100.0,0,4,12,1,1,40.75658,-73.9889,2,1.0,1.0,30,365,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.768320995793772
3709,1,100.0,96.0,0,1,2,1,1,40.67458,-73.94634,2,1.0,1.0,30,30,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,4.2626798770413155
3161,1,100.0,100.0,0,1,3,1,1,40.78771,-73.97448,4,1.0,2.0,3,60,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,5.19295685089021
4771,24,100.0,52.0,0,2,8,1,1,40.69243,-73.93878,4,2.0,3.0,7,1125,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5.703782474656201
4256,24,100.0,100.0,0,1,2,1,1,40.71531,-73.94061,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,5.135798437050262
3772,1,100.0,100.0,1,5,23,1,1,40.76297,-73.88929,6,3.0,3.0,30,1125,1,0,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,5.220355825078324
464,1,95.0,99.0,0,14,15,1,1,40.704903,-74.006416,8,4.0,4.0,1,1125,1,1,14,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,7.787382026484701
4205,1,100.0,96.0,0,1,1,1,1,40.71771,-73.95849,2,1.0,1.0,5,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,5.521460917862246
1506,1,100.0,100.0,0,11,17,1,1,40.69115,-73.90454,4,1.0,4.0,1,30,1,0,9,4,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,4.584967478670572
2043,1,100.0,96.0,0,2,3,1,1,40.69991,-73.93857,2,1.0,1.0,30,1125,1,0,2,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,4.31748811353631
1285,12,100.0,91.0,1,1,1,1,1,40.66848,-73.98771,4,2.0,3.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5.117993812416755
2761,1,100.0,96.0,0,3,3,1,1,40.69908,-73.93547,4,2.0,2.0,30,1124,1,1,3,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,5.1647859739235145
3271,12,100.0,40.0,0,1,6,1,1,40.7772,-73.95134,2,1.0,1.0,21,60,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,4.442651256490317
3826,1,100.0,96.0,0,3,3,1,1,40.688835,-73.942787,4,1.0,2.0,2,1124,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5.0689042022202315
3393,1,100.0,96.0,0,2,4,1,1,40.68715,-73.91827,2,1.0,1.0,30,1125,1,1,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.060443010546419
2784,1,100.0,96.0,0,2,2,1,1,40.72026,-73.98774,2,1.0,1.0,30,60,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.174387269895637
2909,1,100.0,100.0,0,1,1,1,1,40.79829,-73.97367,4,2.0,3.0,4,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,5.703782474656201
3065,12,96.0,81.0,0,2,7,1,0,40.72675,-73.98548,1,1.0,1.0,2,1125,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,4.382026634673881
3165,1,100.0,96.0,0,1,1,1,1,40.79545,-73.97323,2,1.0,2.0,30,100,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,4.941642422609304
3653,1,100.0,100.0,1,1,2,1,1,40.75076,-74.00243,2,1.0,2.0,2,3,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,5.043425116919247
149,1,100.0,100.0,0,1,1,1,1,40.6865967,-73.9722819,2,1.0,1.0,3,14,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5.342334251964811
545,1,100.0,100.0,0,1,1,1,1,40.68739,-73.93734,4,2.0,3.0,7,1125,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,5.093750200806762
2987,1,100.0,99.0,0,5,5,1,1,40.69284,-73.91872,2,1.0,1.0,1,28,1,1,5,0,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.543294782270004
3484,1,100.0,96.0,0,1,1,1,1,40.75738,-73.91843,2,1.0,1.0,30,100,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,4.007333185232471
3521,1,100.0,98.0,1,1,1,1,1,40.68029,-73.91001,4,2.0,2.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.4116460518550396
1098,12,100.0,92.0,0,8,9,1,1,40.70462,-74.01027,5,1.0,1.0,1,25,1,0,9,0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4.875197323201151
3255,1,100.0,96.0,0,1,1,1,1,40.7643,-73.93507,2,1.0,2.0,30,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,4.248495242049359
579,1,100.0,100.0,1,2,2,1,1,40.77195,-73.95582,4,1.0,2.0,4,1125,1,1,2,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,5.402677381872279
1982,12,100.0,98.0,1,4,5,1,1,40.70549,-73.91141,1,1.0,1.0,3,15,1,0,4,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,4.442651256490317
682,1,100.0,100.0,1,1,1,1,0,40.59293,-73.79851,4,1.0,2.0,1,365,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,4.584967478670572
915,1,100.0,97.0,0,52,71,1,1,40.74779,-73.98887,6,1.0,2.0,1,1125,1,0,52,34,18,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,5.783825182329737
336,1,100.0,96.0,0,5,5,1,1,40.69806,-73.94486,2,1.0,1.0,1,30,1,1,5,0,5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.605170185988092
2419,1,100.0,96.0,0,1,1,1,1,40.77402,-73.91757,2,1.0,1.0,30,31,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,3.912023005428146
486,1,100.0,100.0,1,1,1,1,1,40.81143,-73.95732,2,1.0,1.0,2,365,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,4.700480365792417
2935,24,100.0,100.0,0,2,6,1,1,40.64548,-74.01264,2,1.0,2.0,30,1125,1,0,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,3.912023005428146
2614,1,100.0,94.0,0,1,1,1,1,40.74129,-74.00016,2,1.0,1.0,2,31,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,5.749392985908253
1061,1,100.0,100.0,1,1,1,1,1,40.77347,-73.97972,2,1.0,1.0,30,300,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,5.666426688112432
1987,1,100.0,72.0,1,126,300,1,1,40.74288,-73.89286,1,1.0,1.0,30,1125,1,0,116,6,110,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1.0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,3.5263605246161616
3856,1,100.0,97.0,1,4,6,1,1,40.66296,-73.92896,3,1.0,2.0,12,254,1,0,4,4,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,4.976733742420574
208,1,100.0,92.0,1,1,1,1,0,40.68127,-73.93332,4,2.0,3.0,1,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,4.605170185988092
3933,12,100.0,74.0,0,2,2,1,1,40.71081,-73.96161,2,1.0,1.0,4,60,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4.795790545596741
2967,1,100.0,100.0,1,2,2,1,1,40.73564,-73.87221,4,2.0,2.0,30,300,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,5.342334251964811
1930,1,100.0,92.0,1,3,3,1,0,40.65066,-73.95191,1,1.0,1.0,30,1125,1,0,3,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,3.8066624897703196
2413,1,100.0,82.0,0,1,1,1,1,40.72571,-74.00194,2,1.0,1.0,3,30,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,5.521460917862246
1782,1,100.0,97.0,1,2,2,1,1,40.8787,-73.87111,2,1.0,2.0,5,1125,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,4.0943445622221
4514,1,100.0,99.0,1,2,2,1,1,40.68777,-73.96483,4,2.0,2.0,3,31,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,5.556828061699537
472,1,100.0,99.0,0,2,2,1,1,40.66908,-73.93196,8,3.0,5.0,1,15,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.5,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,5.746203190540153
2824,1,100.0,95.0,1,6,6,1,1,40.7757,-73.95555,4,2.0,3.0,5,365,1,0,6,3,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,6.396929655216146
2388,1,100.0,98.0,1,2,3,1,1,40.58253,-74.10451,6,2.0,3.0,3,365,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.5,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,5.41610040220442
2894,1,100.0,96.0,0,1,3,1,1,40.72891,-73.98101,2,1.0,1.0,30,45,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,5.181783550292085
3508,24,100.0,67.0,1,3,3,1,0,40.72203,-73.99678,1,1.0,1.0,28,365,1,0,3,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.976733742420574
2087,1,100.0,98.0,1,7,7,1,1,40.63564,-74.08153,4,2.0,3.0,6,30,1,0,7,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5.3471075307174685
3354,24,82.0,40.0,1,2,2,1,1,40.75617,-73.97164,1,1.0,1.0,3,21,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,5.241747015059643
2309,1,100.0,92.0,1,3,3,1,1,40.71675,-73.94484,2,1.0,1.0,7,90,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,5.19295685089021
346,1,96.0,99.0,1,2,4,1,1,40.65199,-73.95816,5,2.0,3.0,2,1125,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,5.298317366548036
2829,1,100.0,96.0,0,1,1,1,1,40.67867,-73.94531,1,1.0,1.0,30,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,4.8283137373023015
4330,1,100.0,96.0,0,1,1,1,1,40.72919,-73.95588,4,1.0,2.0,1,60,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,5.43372200355424
1822,1,100.0,100.0,1,7,14,1,1,40.7581,-73.83184,3,1.0,2.0,2,365,1,0,7,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.017279836814924
720,12,100.0,98.0,1,1,1,1,1,40.77713,-73.95536,14,8.0,9.0,3,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,7.0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,7.590852123688581
1955,1,100.0,99.0,0,10,10,1,1,40.80983,-73.92184,8,3.0,3.0,1,1125,1,0,8,1,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,5.262690188904886
3472,1,100.0,96.0,0,1,1,1,1,40.74384,-73.99569,3,1.0,2.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,5.298317366548036
2337,1,100.0,98.0,1,15,15,1,1,40.67599,-73.94197,2,1.0,1.0,3,27,1,1,15,2,13,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,4.2626798770413155
4748,24,100.0,67.0,0,1,1,1,1,40.71211,-73.96397,1,1.0,1.0,7,60,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,4.442651256490317
441,1,99.0,100.0,0,44,44,1,0,40.76327,-73.97557,2,1.0,1.0,1,1125,1,1,44,44,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,5.5254529391317835
1196,12,90.0,96.0,1,1,1,1,1,40.68789,-73.90715,2,1.0,1.0,2,7,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,4.290459441148391
3037,1,88.0,99.0,1,1,1,1,0,40.66404,-73.93143,2,1.0,1.0,1,90,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,4.77912349311153
2672,1,100.0,96.0,0,1,1,1,0,40.76628,-73.9602,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,4.74493212836325
2585,1,100.0,96.0,0,2,2,1,1,40.66801,-73.99125,1,1.0,1.0,3,30,1,1,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,3.8066624897703196
2714,1,100.0,99.0,1,4,4,1,1,40.75537,-73.99368,6,2.0,4.0,2,20,1,0,3,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.5,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,6.054439346269371
2783,1,100.0,96.0,0,2,3,1,1,40.76604,-73.98856,2,1.0,1.0,30,1125,1,1,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.77912349311153
3269,1,100.0,98.0,1,3,6,1,1,40.71226,-73.94786,5,1.0,2.0,4,30,1,1,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,5.634789603169249
2862,1,99.0,87.0,0,42,78,1,1,40.77187,-73.95686,2,1.0,1.0,30,365,1,0,40,40,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,4.875197323201151
1237,1,100.0,81.0,0,4,6,1,0,40.63987,-73.96498,6,3.0,4.0,30,365,1,0,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,5.187385805840755
3388,12,70.0,29.0,0,1,3,1,1,40.71117,-74.00797,2,1.0,1.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6.208590026096629
2711,1,100.0,100.0,0,2,4,1,1,40.64072,-73.93841,2,1.0,1.0,1,1000,1,0,2,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1.0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,3.8918202981106265
1536,1,100.0,96.0,0,1,1,1,1,40.71335,-73.81022,1,1.0,1.0,30,1125,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1.0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,3.912023005428146
3766,1,100.0,56.0,1,3,3,1,1,40.7253,-73.99395,3,1.0,2.0,30,999,1,0,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.68697535633982
2075,12,100.0,96.0,1,2,3,1,1,40.81992,-73.92809,5,2.0,3.0,30,90,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4.897839799950911
2347,12,100.0,98.0,0,6,13,1,1,40.70045,-73.92973,2,1.0,1.0,2,1125,1,0,3,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,4.110873864173311
2739,12,100.0,74.0,0,1,3,1,1,40.73056,-73.98846,4,1.0,2.0,5,32,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5.945420608606575
